category,position_title,tfidf_similarity,embedding_similarity,skill_overlap,length_diff,weighted_skill_overlap,experience_gap,keyword_strength,section_similarity,label
ARTS,IT Systems Administrator,0.023699908470013138,0.02251491304651248,0.0,0.07033333333333333,0.5,15.0,0.0,0.0,1
FINANCE,Part-time Bank Teller/Financial Services Representative,0.05797173092002554,0.05507314437402426,0.5,0.38866666666666666,0.5,0.0,0.0,0.1059921313509325,1
BANKING,Commercial Contracts Attorney,0.050168693609595284,0.04766025892911552,0.5,0.06633333333333333,0.5,2013.0,0.125,0.0,0
AGRICULTURE,Chief Executive Officer,0.025403813948076066,0.02413362325067226,0.5,0.0,0.5,0.0,0.25,0.0,0
BUSINESS-DEVELOPMENT,Manager Business Development,0.09934952074095647,0.09438204470390865,0.5,0.0,0.5,30.0,0.0,0.0,1
DESIGNER,Nursing Assistant (Inpatient Mental Health),0.04798024217182989,0.045581230063238394,0.5,0.0,0.5,0.0,0.0,0.0,0
AVIATION,Interns (Web Developers Mobile Developers Game Developers),0.0,0.0,0.5,0.9403333333333334,0.5,0.0,0.125,0.0,0
BUSINESS-DEVELOPMENT,Account Delivery Manager,0.1103562586961632,0.10483844576135504,0.5,0.0,0.5,17.0,0.125,0.022355611144329914,1
INFORMATION-TECHNOLOGY,Web Developer,0.07479233647678397,0.07105271965294477,0.0,0.5816666666666667,0.0,10.0,0.0,0.08096024316599365,1
DESIGNER,Front-End Engineer/UI Developer,0.05903335121310191,0.05608168365244681,0.5,0.0,0.5,0.0,0.125,0.06360120575671213,1
SALES,"Regional Sales Manager, Video Conferencing (East)",0.08381340526072036,0.07962273499768434,0.5,0.0,0.5,0.0,0.0,0.0,1
AVIATION,Teachers at Alpha Park KinderCare,0.04673045833285631,0.04439393541621349,0.5,0.087,0.5,8.0,0.125,0.008309899921928095,0
DESIGNER,"Sr. Software Engineer, Networking (Remote)",0.039026441206647715,0.037075119146315325,0.0,0.0182648401826484,0.5,0.0,0.0,0.01704582608634308,0
BUSINESS-DEVELOPMENT,"Entry Level Claims and Customer Service Positions! Training Program and Career Growth! Chicago, IL",0.06254566028595725,0.059418377271659384,0.5,0.0,0.5,0.0,0.0,0.0,1
TEACHER,Senior Vice President of Property Management,0.05989006086150537,0.0568955578184301,0.5,0.165,0.5,0.0,0.0,0.0,0
BANKING,Chief Executive Officer (CEO),0.020508318768345433,0.01948290282992816,0.5,0.49466666666666664,0.5,0.0,0.0,0.0,1
CONSULTANT,Design Consultant- Interior Design/Sales Consultant in Englishtown at Ethan Allen Global Inc.,0.06629463307531397,0.06297990142154827,0.5,0.23066666666666666,0.5,0.0,0.125,0.0,1
DESIGNER,Talent Acquisition Coordinator/ Technical Recruiter (100% Remote...,0.07252425505268448,0.06889804230005026,1.0,0.19033333333333333,0.5,0.0,0.125,0.0,1
